Rewards,Times,Entropy,Coverage
-167.23336926898406,0.009695852000731975,1.0871105560926129,5.51
-173.49735994948256,0.009182637001213152,1.0886053548539882,5.755
-169.4963529353735,0.008938693001691717,1.0892022110519373,5.836666666666667
-167.71287193989141,0.016707007001386956,1.0895248434510791,5.8775
-174.2536719067354,0.025771862001274713,1.0896565595548173,5.902
-171.5457441820243,0.03819578700029524,1.0898382332320755,5.955
-170.88113966711975,0.05285494499927154,1.090001033953256,6.032857142857143
-164.52212512797345,0.032302098001237026,1.0900762362230092,6.09125
-171.2843766061773,0.03163150499924086,1.0900948205795111,6.136666666666667
-174.28457010615975,0.026018525002000387,1.090122012333149,6.173
-174.31416207598707,0.037292142001388126,1.0901563703952057,6.202727272727273
-175.46980807256153,0.016317460999416653,1.0902059824078196,6.2275
-177.831933157558,0.019215377001091837,1.0902758383047886,6.248461538461538
-178.50534765947413,0.02273059699946316,1.0903509762783605,6.2664285714285715
-177.15165064513255,0.029824802998628,1.0904376459850968,6.282
-172.50815835485378,0.0243791859986959,1.090531104456117,6.295625
-173.3114644609129,0.026115372997301167,1.0906110637085273,6.307647058823529
-168.6452478262657,0.01622468200046569,1.0906794140722202,6.318333333333333
-167.8289464190884,0.03202465999871493,1.090733356180113,6.327894736842105
-173.17787871269786,0.03048264100245433,1.0907792699944792,6.3365
-178.94169180794043,0.018339146000216716,1.0908300261757535,6.344285714285714
-166.84469260140256,0.01645973300182959,1.0908734516678205,6.3513636363636365
-172.45361922259934,0.01626149800082203,1.090908509428122,6.357826086956522
-179.31591896954566,0.01824291000026278,1.0909449371233222,6.36375
-174.2883861336525,0.019958006001834293,1.0909824037682163,6.3692
-171.26399995506665,0.02167903200024739,1.0910154335332642,6.37423076923077
-171.95941826098607,0.020258835997083224,1.0910467325104656,6.378888888888889
-174.39941263327466,0.03162660000001779,1.0910771737966034,6.4
-168.7268421697836,0.021220420001191086,1.0911057242013127,6.4206896551724135
-170.2231068200941,0.015411540999775753,1.0911308250255316,6.44
-177.13976377354487,0.017392898999678438,1.0911566805851582,6.458064516129032
-174.47256833594963,0.015095215000328607,1.0911814498651704,6.475
-176.7841994826719,0.016060865001345518,1.0912074283181379,6.490909090909091
-168.70927493542342,0.022259927998529747,1.0912320301253273,6.5058823529411764
-170.915766918277,0.014605632000311744,1.0912539452686976,6.52
-168.36276542658254,0.014360830997757148,1.0912728077677267,6.533333333333333
-172.65911064495103,0.014471098000649362,1.0912907270850096,6.545945945945946
-179.61373349953283,0.01437898600124754,1.0913092288886945,6.557894736842106
-168.18251219471637,0.019074408998130822,1.0913287113508847,6.569230769230769
-180.20063876490178,0.027708492001111154,1.0913470755621497,6.58
-172.4596444179573,0.033203373000142165,1.0913646173237836,6.590243902439024
-175.227095680405,0.022628195997094737,1.0913814463086262,6.6
-173.4250316891196,0.019042157999647317,1.0913985595095437,6.609302325581395
-176.15804216076032,0.016126856998598667,1.0914152191832265,6.618181818181818
-170.83877951147954,0.014403525999223349,1.0914323081772765,6.626666666666667
-172.4344676799578,0.014729115999653004,1.0914485119703001,6.6347826086956525
-165.79152736427352,0.027484968001372182,1.0914633217404615,6.642553191489362
-174.40013507453222,0.016070033998112195,1.0914765656340628,6.65
-168.84271187381404,0.020117325001046994,1.0914885034710549,6.6571428571428575
-173.46465058021403,0.020006022999587002,1.0914997626976677,6.664
-174.18528776703096,0.017527998998120894,1.0915107491267875,6.670588235294118
-171.4026858969747,0.018375360000354703,1.091521474557329,6.676923076923077
-165.15133280694033,0.019806970998761244,1.0915304904967627,6.683018867924528
-169.5959491998825,0.017747295999433844,1.0915385177404682,6.688888888888889
-171.01124096016207,0.017379524001153186,1.091545366385682,6.694545454545454
-170.06327262353426,0.020951464000099805,1.0915513816382287,6.7
-168.14605167878346,0.016642431000364014,1.0915567720906247,6.705263157894737
-172.44075455720048,0.01467502700019395,1.0915615049119276,6.710344827586207
-166.33802884897915,0.016466208001074848,1.0915655259701287,6.715254237288136
