Rewards,Times,Entropy,Coverage
-157.69233295930226,0.0058620240009622645,1.0700530051546273,4.045
-156.3411626022158,0.006063682001840789,1.0722085851048877,4.5225
-154.14869164813382,0.005442590998136439,1.0723517214327838,4.681666666666667
-153.10533665047473,0.006489282001275569,1.0725117965854234,4.76125
-148.4101388390558,0.006189772999496199,1.0721797446309238,4.809
-153.10482824227864,0.005625021000159904,1.071706464568534,4.86
-152.86203805409266,0.006449857001425699,1.071351286227413,4.951428571428571
-153.24475663412042,0.006948411998746451,1.0710546366858316,5.02
-156.9383597730717,0.006476282998919487,1.0707998575644984,5.073333333333333
-154.33465509559272,0.006224594998639077,1.070600964721449,5.116
-147.38449953134023,0.006415514000109397,1.0704351595866997,5.150909090909091
-154.4090490377341,0.006308925997873302,1.0702378189734327,5.18
-154.81775514237776,0.006479864001157694,1.0700483645026642,5.204615384615384
-155.67221536590424,0.005576993000577204,1.0698958912861645,5.225714285714286
-154.2173338935564,0.007602781997993588,1.0697581745945504,5.244
-154.0406402917511,0.006180339999846182,1.069636893954708,5.26
-157.67739047071834,0.005644295999663882,1.0695444762357482,5.286764705882353
-149.13057992196823,0.0064045760012231764,1.0694541754006865,5.326388888888889
-154.97830428478485,0.006527934001642279,1.0693696527326029,5.3618421052631575
-162.7303476761139,0.006231933003000449,1.0693205575319011,5.39375
-156.3225339110417,0.005836037998669781,1.0692945975120218,5.4226190476190474
-155.77427536790717,0.0058733879993087615,1.069277766377862,5.448863636363637
-159.21208588367455,0.0067339399992488325,1.069264490551943,5.4728260869565215
-159.66508032498254,0.006103783998987637,1.069264279730992,5.494791666666667
-157.27932646419507,0.0066459329996723686,1.0692670541681666,5.515
-153.2571096366894,0.006209289999678731,1.0692797325417138,5.533653846153846
-155.25490833599042,0.0060960620010155255,1.0692905736534308,5.550925925925926
-153.56665691968087,0.006469206999754533,1.069299476447711,5.566964285714286
-155.39892745032319,0.0072846100007882345,1.0693057675181912,5.581896551724138
-155.3117119214124,0.0063737550031510186,1.0693205009020965,5.595833333333333
-156.60529271627203,0.005541979998815805,1.0693303199035489,5.608870967741935
-154.05538728287945,0.006352077001647558,1.0693404529989556,5.62109375
-156.80026692294277,0.006719417999847792,1.0693494450265206,5.632575757575758
-160.3456811413633,0.005301972000161186,1.0693649216669532,5.643382352941177
