Rewards,Times,Entropy,Coverage
-196.78422089830477,0.005835629998764489,1.0984023049252365,4433.715
-194.94395685239277,0.0077761370007647206,1.098490963903585,8095.6275
-197.05633014614318,0.005245068000804167,1.0985247019490243,11139.94
-196.63478385953803,0.004717219999001827,1.0985424097374183,13818.07125
-196.27084110798148,0.004292267998680472,1.0985518732082866,16199.994
-197.08413921313016,0.004852554001845419,1.0985596404303786,18388.669166666667
-193.83406139926063,0.004297625999897719,1.098564785648485,20393.157857142858
-194.86033531224018,0.004462682000303175,1.0985683641909925,22217.12875
-196.69371929460976,0.004332538999733515,1.0985715055067768,23919.762222222223
-196.20013416102947,0.004351062001951504,1.098573877185745,25533.7755
-193.3155380670595,0.004460663000063505,1.0985757553304143,27081.34909090909
-193.8184662125393,0.004452802998712286,1.098577120708395,28542.487083333333
-194.69806634305183,0.004474906999384984,1.0985779092317203,29921.053846153845
-191.85804565561347,0.004340903999691364,1.0985783156557003,31241.2725
-195.82344072138355,0.004827992000209633,1.0985784151353226,32494.149
-194.1679240474876,0.004747913999599404,1.0985783662850812,33701.5996875
-193.62815444080118,0.0042624020008952355,1.0985781632076916,34854.37147058824
-191.013170603881,0.0042724660027306524,1.0985777029047874,35961.18666666667
-193.4531206243022,0.004299094001180492,1.0985771528482204,37029.57421052631
-194.48568182277532,0.00425355799816316,1.0985765203147582,38065.8285
-194.22255740571057,0.004255715999170207,1.098575963921342,39065.164047619044
-191.6889554351051,0.004289503998879809,1.0985753946343326,40036.01090909091
-196.2822256123002,0.004284613001800608,1.0985749178201762,40983.202826086956
-192.8469919581936,0.004336097000050359,1.0985744403251123,41908.1125
-190.4634385944386,0.004397807998757343,1.0985737307650014,42809.2962
-193.87372829498395,0.00432720499986317,1.0985730024908444,43691.76057692308
-192.51054161917003,0.004669721998798195,1.0985722955822983,44555.775925925926
-191.47985066959333,0.004536694999260362,1.098571448757656,45395.52071428571
-191.15961162847427,0.004520230999623891,1.098570541813564,46211.502068965514
-189.40476417492286,0.004364569999743253,1.0985694971223914,47007.08316666666
