Rewards,Times,Entropy
-31.427396819597984,0.015550454000476747,1.2236751290774928
39.30590114337999,0.010505646000383421,1.1963709017728388
37.60686198184917,0.011352882002247497,1.1745048978633752
35.46055939419654,0.01081421999959275,1.1536687781426909
47.46853826692602,0.009241903994698077,1.1363484116435556
58.66244324194462,0.007951547998236492,1.121902693140752
78.89060133429122,0.004548524997662753,1.1125953954048717
50.665210227609506,0.00824475800152868,1.1063272123342422
75.106102382174,0.005121129001490771,1.101273176922923
64.24688692989362,0.006756673000054434,1.0976937984350221
78.69915151907281,0.004247163999825716,1.095547324818829
78.21466725251341,0.004305477996822447,1.0945152080403988
81.882753030784,0.004334786004619673,1.09411270004475
81.91917958034247,0.0036916039988864214,1.0941893714548863
80.79565753396764,0.0042242379975505175,1.0946366583650418
77.31512889668842,0.00454482399742119,1.095397198928629
61.058240850702184,0.007009324996033683,1.0961294504060521
55.50081647962607,0.007300171002279967,1.096737511501147
60.778642375920406,0.006558979003457353,1.0972145418841257
76.16049590997186,0.003747381998691708,1.0978267181385477
75.76156099758538,0.004305814998224378,1.0986024987697436
50.984939508645446,0.007638016998535022,1.099347124384897
58.12039013460023,0.006959875997854397,1.099953142066024
67.92417399661252,0.005092104995856062,1.1005692791278159
75.98248373591912,0.004729935999494046,1.1013316232145656
72.50676132861405,0.00448588200728409,1.102186456354856
72.50927053580489,0.004059630003757775,1.1031400676217593
68.82046895229986,0.005099246002500877,1.1041588627848713
62.47702611672951,0.006330243999836966,1.1050923466366451
56.6324692527335,0.006326383996056392,1.1060190886159418
61.23169046026117,0.007014561996329576,1.1068206081796181
74.18721298080051,0.004428943997481838,1.107564166150914
71.09659402785167,0.004906814000569284,1.1083314937186104
61.486602830930416,0.006778623999562115,1.1090806025621613
55.14586052070759,0.007440829996485263,1.1097019580924774
72.82600563720544,0.004532514996826649,1.1103160713481883
77.48220473644237,0.004505550999892876,1.11093712786014
69.232475430889,0.006345042998436839,1.1115289124738152
59.965834809168975,0.006390557003905997,1.1120827210494664
75.78634277762073,0.0040107400040142235,1.1126650036343904
63.815458741197844,0.005726372996577993,1.1132836992527417
77.61162550530497,0.003853160997387022,1.1138987511259937
76.56804580412863,0.0031241489970125257,1.1145712046413576
81.57837113999483,0.0034479550027754157,1.1152814644011342
63.10411817980009,0.006090923000592738,1.115991269308395
57.11340953186703,0.006817593998275698,1.1166658074022542
63.37127094987632,0.006477503998903558,1.1172985415332393
57.59598061145005,0.006863605997059494,1.1179011714616076
75.78163676876105,0.003882989997509867,1.1185012382194761
52.88531236416042,0.007489437002222985,1.1190983220126784
77.85613070872105,0.003431761998217553,1.1196951216669444
65.8335898896621,0.0054676409997046,1.120307745900247
79.14029399329871,0.0038619050034321843,1.1209334521189416
62.245692147380645,0.0060198410029988735,1.1215568044726627
65.49059395800657,0.006269628996960819,1.1221621477386443
55.721187743713756,0.007131220995215699,1.1227362058841508
66.09479201164685,0.004990634000860155,1.1233021172179987
78.48492509471535,0.004173250993480906,1.12388877388538
60.49195775972083,0.006986765000037849,1.1244598965288182
72.82778254723775,0.004640598001424223,1.125015684898408
59.01502577300537,0.0062493529985658824,1.1255575197090808
65.75154027535444,0.006687534998636693,1.1260730238222942
71.07027568511238,0.004738452999154106,1.1265658514785162
73.51037591252629,0.0034635939984582363,1.1270647085060985
75.3399105334991,0.004300437002675608,1.1275753828551973
66.3807400179798,0.006259967996738851,1.1280654625330113
66.55945807362995,0.006310737004969269,1.1285288617181706
62.038837018726696,0.006322986002778634,1.1289690916178687
62.494017716139716,0.006495004002936185,1.1293895427586236
76.06961777213228,0.004012164998566731,1.1298075218320212
73.38585212577824,0.005303396002855152,1.1302272446451413
71.09325820451828,0.005052501996979117,1.1306460945931964
60.37579581563828,0.006496870004339144,1.1310500927127782
59.83915884417015,0.006420224002795294,1.131443729378512
60.1576190534946,0.006815218003466726,1.1318204916375383
64.93919174678258,0.006234293001471087,1.1321817223142328
59.85419767448498,0.006162725002504885,1.132533327922846
62.152668145387224,0.006822908003814518,1.1328682726796984
61.47611462061244,0.006350027997978031,1.133189099225522
63.87976890002035,0.006430434000212699,1.1335010014993276
63.14043328591537,0.006371336998417973,1.1337993263308925
63.81342055174619,0.006257308003259823,1.1340862263552332
57.03001134223333,0.007104977999115363,1.1343501485256888
59.829067860827564,0.006574972999515012,1.1346023682599906
55.036024476916744,0.006635783998062834,1.1348466826499273
55.8724351218363,0.0069157340028323236,1.1350848804064735
52.632767212098386,0.007380629997933283,1.1353161797064342
56.197392848990376,0.006888604997657239,1.1355371650463326
70.77790141443391,0.004441119997063652,1.1357569439405735
68.59019336396483,0.004270260996418074,1.1359900377219123
73.71270937193648,0.004879542997805401,1.1362264218278144
74.13173096431629,0.003595495002809912,1.1364741118806942
66.91738379474718,0.003934637998463586,1.1367326105791369
52.191637168851194,0.006205796997528523,1.136994813734967
56.26064400597106,0.006460068998858332,1.1372563096143433
53.40400795156444,0.007689185998169705,1.1375049211702408
62.50726364019972,0.006182585001224652,1.1377443709821566
72.01454207548602,0.003931244004052132,1.1379879290428616
69.8322678207086,0.004488151998957619,1.1382394699219422
71.78323151410503,0.004878264998551458,1.1384947521677398
