Rewards,Times
-192.083504398659,0.003900813000218477
-195.19658775829376,0.003876267000450753
-196.27882942850323,0.004490165000606794
-194.85855455625398,0.003946956001454964
-192.2620731492989,0.0038443420027033425
-192.73104923787986,0.003912260998331476
-193.29356435462228,0.0037723469993215988
-195.2853923085091,0.003886254000826739
-194.23420993109204,0.003916995998297352
-194.31379616104616,0.0039343690007808615
-196.84064113505127,0.0038429990003351123
-196.17060350284078,0.004249129998788704
-194.36950399821063,0.003886785998765845
-194.32575012543356,0.003810113999352325
-193.55233707684314,0.003895433001744095
-193.6083697044014,0.0038472279990673995
-194.2594760597567,0.0040237070003058765
-197.10478393983107,0.003950225999869872
-196.43715885781356,0.003778660999960266
-195.44341965518092,0.004025597001891583
-194.0106275880869,0.003936394001066219
-196.22824765099307,0.0039011860016034917
-193.02705349662395,0.004077957000117749
-192.7554359031046,0.003810257001023274
-192.0037645174671,0.003829152001126204
-194.84764300728813,0.0038456810015486554
-192.7247954416119,0.003785092998004984
-196.74012005333833,0.003777987000066787
-193.1422256039266,0.004264586000936106
-195.30995799055432,0.004141825001861435
-192.43808315452787,0.003881171000539325
-192.73210053308375,0.003971190001175273
-196.0065669499644,0.003864865997165907
-194.46679929550777,0.003916533999727107
-194.7992400787385,0.004021315001300536
-195.37222209163426,0.0038073200019425714
-197.25837138551557,0.0038919959991471843
-192.953204984251,0.003922180000226944
-192.46404273979115,0.004009317999298219
-192.74552600790454,0.003813132000796031
-196.90358979671123,0.0041673789999913426
-193.84928942427217,0.00416903400211595
-193.5690866629936,0.004140024002117571
-193.63771356871928,0.00392261799890548
-193.82489419059198,0.004009760999761056
-194.23376307718587,0.003965554999012966
-194.75816717812683,0.003814834999211598
-191.60139553273882,0.0039547460002359
-191.67488631224975,0.004168767001247033
-196.53133804601387,0.003794624998117797
-194.37383930784165,0.0037859170002047904
-198.5889853794273,0.003782613998337183
-193.5869384738922,0.0038447319983970375
-195.65325738701608,0.003791480000363663
-194.65017099444992,0.003787994000304025
-193.7349740761808,0.003881511998770293
-193.4397024235675,0.004065679000050295
-195.17361146332485,0.0037921989982714877
-191.47814473683468,0.004051110998552758
-192.65845987846967,0.0038314090014318937
-195.28114056371115,0.00382810899958713
-194.72171334179313,0.003832971999945585
-190.19032816719655,0.004005716000392567
-194.31459798604814,0.0037626220003585333
-196.38234253708453,0.003793772000062745
-194.90694456865836,0.003801155999826733
-193.87126291054278,0.003801987000333611
-194.39835878262832,0.003941164999559987
-192.7867016745613,0.0038948229979723693
-194.2024367019924,0.0038462739987880925
-194.08238068219507,0.004130223999381997
-195.9425940107369,0.003969629997445736
-194.42592849177882,0.0038028239988489075
-193.58178469241403,0.003773849000281189
-196.19760092504902,0.004052921001275535
-198.22711257970462,0.003992234000761528
-196.59944389065,0.003852850002294872
-193.46712150156054,0.004030697000271175
-195.07075142478539,0.003953997000062373
-195.63477450931157,0.004094501000654418
-193.92603985657843,0.0038216129990178162
-194.2312755725243,0.00396447899955092
-193.69956714530863,0.003840724000474438
-191.47981533704507,0.004060126999102067
-195.98322060059385,0.0037819689998286775
-194.37547844472422,0.003831204000744037
-194.80216343235747,0.0038365699985297395
-195.28174450196894,0.004248106001468841
-195.20345635936314,0.0038564300001598896
-194.01828341332146,0.003968238998495508
-196.07648126192774,0.003821894999709912
-195.5956122031039,0.003839973000285681
-191.0976922141317,0.003771186000376474
-195.53538250704966,0.003941037000331562
-194.44740119749898,0.0038760780001757668
-193.1894451396937,0.0038362520007649437
-196.14621116921612,0.0037915659983991643
-192.16445285041232,0.003988765999674797
-193.96008517846568,0.003790540998452343
-191.1090055195035,0.003913201000541449
