Rewards,Times,Entropy
-2722.8061603138312,0.0237830110010691,2.057760014599202
-2468.0790905599074,0.03580677599646151,1.9059208032653492
-2472.368187948382,0.036125328998314214,1.829890923731015
-2470.066745658909,0.03713112100027502,1.782930229670611
-2403.771374481925,0.03615420599700883,1.746078996852196
-2435.7661185593793,0.03354081699508242,1.7136132806805995
-2429.2684906584573,0.032327046003192667,1.6859313696721523
-2452.634827887507,0.036070581001695246,1.6618426240454047
-2433.6651651227144,0.04110583000117913,1.641264573170946
-2427.143667985156,0.036951489003840834,1.6234854988725347
-2426.8507374033334,0.036959147001616656,1.6075542078769505
-2439.645641685785,0.03360756400506944,1.593513523800688
-2443.4963761636277,0.03806350899627432,1.580629532388452
-2406.649801434565,0.041274021002463995,1.5686078843453015
-2428.806169531084,0.03962972499895841,1.5577533475016936
-2426.2281484625087,0.04116940599982627,1.5483312307299344
-2442.1313917605466,0.03531771000823938,1.54028632200701
-2469.116227591297,0.03850979899871163,1.5332844283099172
-2443.0482598105596,0.03855347699951381,1.5272784391891288
-2408.482394002352,0.03605849800398573,1.5225718439425315
-1931.5331449451323,0.031292390996823086,1.5189876855789646
-1744.997269582253,0.023184179994277656,1.5161601456219813
-2062.886900186268,0.03429534200229682,1.5139545291507768
-2131.1445147195873,0.0431828620005399,1.5123450815627075
-2200.169620761168,0.037405036999844016,1.5112087291184906
-2286.886385091502,0.03365452100639232,1.5104463889864457
-2252.846598641166,0.034045594000490384,1.5099407024804423
-1999.3734137039673,0.03377477499539964,1.5096730923939339
-1941.4276834528293,0.028178953995229676,1.5095688662248716
-1767.599959787208,0.041010789003921674,1.5096039706153552
-1993.7877128260502,0.039382018995238466,1.5097126663111915
-1717.0002450250834,0.027548935996601357,1.5098973956308117
-1874.36354179851,0.04044200699659996,1.5101548326088556
-1926.5855558928856,0.03197188999969512,1.5104562911879988
-1538.6033049494372,0.026825940002454446,1.5108037237021361
-1633.8924790527954,0.03555859999964014,1.5111791547786602
-1702.7800514939934,0.03749051900580525,1.5115492787778833
-1619.3026461890875,0.036964220000663774,1.511924217720799
-1570.0683463014889,0.025343433001544326,1.512315052835463
-1675.4803309041301,0.029280269994633273,1.5127101612632659
-1706.2026173942895,0.026622590002370997,1.513104298593878
-1750.0739104694637,0.0337030699942261,1.5134983907789652
-1577.3865560793763,0.026078486999031158,1.5139011577123338
-1476.2170113256448,0.02302270200336352,1.5143157606413888
-1456.949175220691,0.030696776998229324,1.5147339461497087
-1350.1074485880756,0.028394055002136157,1.5151488453947501
-1375.0836687028889,0.022770039999159053,1.5155677064401902
-1389.6225486840622,0.026850301997037605,1.5159904131364392
-1517.4559056796702,0.023838448995957152,1.5164127633653126
-1509.546814946228,0.023171406999463216,1.516828259296489
-1433.326193923172,0.02355904200230725,1.5172368951261495
-1339.8613381475523,0.020557029999326914,1.5176389778382315
-1381.9648910073176,0.02026749600772746,1.5180324834010672
-1320.2492993752105,0.02047281200066209,1.5184172663044782
-1318.0691860736022,0.022254952002549545,1.5187949333192334
-1301.418557804213,0.02329924099962227,1.519162221474245
-1406.2754709857286,0.021023341995896772,1.5195167610622573
-1453.1940482602959,0.021453259001718836,1.5198569905935162
-1409.32483387807,0.025649885003222152,1.5201886087590062
-1394.1326856078006,0.02412930500227958,1.5205095585305426
-1412.682940913854,0.025550230991793797,1.5208207915075542
-1463.746010733476,0.02193981799646281,1.521124763329908
-1458.4176174438298,0.022661903003463522,1.5214143546654677
-1379.0316214930292,0.02748493300518021,1.5216934603242063
-1361.2154895283384,0.01895317600341514,1.5219635586545928
-1420.6351586588396,0.027795406996738166,1.5222260257731517
-1305.6306689439257,0.020638584995176644,1.5224765211333438
-1349.863755348128,0.023082960000028834,1.5227140473279017
-1125.1450171887795,0.028606236993800847,1.5229407444471081
-1360.891827159448,0.028828318999148905,1.5231560781921782
-1290.843630762262,0.023524291994981468,1.5233612407580417
-1272.3645000565766,0.024484447001013904,1.5235546212791706
-1177.2674725490065,0.021080569999758155,1.5237384722303458
-1256.0918645648078,0.02261636999901384,1.5239122084663224
-1310.0153408298358,0.02302612499683164,1.5240763211989403
-1318.115440287786,0.01796146999578923,1.5242331512906806
-1339.4514728103982,0.028183390999911354,1.524379349925955
-1397.081399629406,0.0250339619978331,1.5245177541880963
-1322.5313652634661,0.024688679998507723,1.5246481893489336
-1264.602843563205,0.024789114996092394,1.5247729896010889
-1302.8795435696998,0.024265791004290806,1.5248928671629103
-1301.7894902964101,0.022186676994897424,1.5250031522367784
-1303.5775673041267,0.0208100849960465,1.5251070192440268
-1362.347850779474,0.024347700997022912,1.525203399727757
-1310.1952508596125,0.016993735999567435,1.5252914374736142
-1317.9796374922264,0.021093534999527038,1.5253749147494449
-1359.3984457485337,0.027677961005829275,1.5254521931194391
-1391.6705370200714,0.030519066012930127,1.525521310005837
-1179.5408516801137,0.021494569994974882,1.5255833418462796
-1181.9959067149298,0.017256124996347353,1.5256411602466275
-1208.522846458535,0.025260914000682533,1.525696085440148
-1188.9344964093846,0.03166658399975859,1.5257466766875487
-1221.210582070633,0.029393959996523337,1.5257947229502502
-1402.3201968692076,0.020445020999759436,1.5258383451103885
-1851.4783046551074,0.03207192200003192,1.5258657056374096
-1574.424386898886,0.02789585499907844,1.525876344091407
-1578.7285261222496,0.0308906519995071,1.5258745298047414
-1592.899102157892,0.02686628300463781,1.5258606349863812
-1656.602958638744,0.027950326997088267,1.5258321541698132
-1603.8446993401699,0.03126503799692728,1.5257896739231949
