Rewards,Times
-181.40923159580677,0.004377997000119649
-180.81334481725776,0.0041250219996436495
-183.02444865731974,0.0040073509985813875
-184.56484241727742,0.004033687000337523
-185.16381272835716,0.004299287998874206
-178.89194884049996,0.0038625079992925747
-184.8884462764272,0.003835054999508429
-181.69853653138446,0.004700162998633459
-181.3729774648631,0.004430216001346707
-184.11101749999577,0.003945549000927712
-180.69316690045244,0.0037747049998142755
-182.0076413995429,0.0038536049998947417
-181.81262257659407,0.0038457470000139438
-182.5031789490004,0.004136810999480076
-184.46408071703732,0.003987877003382891
-187.79302777247773,0.004075225999986287
-183.95142829084642,0.0040876170000410635
-182.328843207179,0.00397460499923909
-182.66822950030044,0.004117784999252762
-182.88188757776658,0.004100000997714233
-178.66046688408503,0.004055974999791942
-181.30723168127275,0.004103149998991284
-183.64308461203757,0.004481623999599833
-180.1645680886748,0.003984953000326641
-179.96314054073602,0.004195660000841599
-181.32790320384566,0.004228253999899607
-182.97911404257437,0.004433212999720127
-183.42927723916935,0.0039026389992795883
-181.64058842431797,0.0039064599998528135
-182.87774065924023,0.0038640870002564043
-181.00394377385487,0.003921916000253986
-181.96751937552526,0.003960306000954006
-181.72885429699494,0.003781128000409808
-185.13095881142743,0.003922642998804804
-183.76197704433463,0.003928555001330096
-181.5623490155023,0.003952152001438662
-185.17669755842988,0.003977324998413678
-182.80007651174256,0.003817317999491934
-183.54893781641883,0.003960122000426054
-184.6854063680692,0.003943235999031458
-180.7064610365689,0.0037996279998333193
-183.1220296049564,0.0038337089997367
-183.07884182937494,0.0038166830013506114
-180.32776594721443,0.003861473999277223
-185.5841716131921,0.0038397999998414888
-183.23143701250493,0.0038880719995358958
-184.82400970441643,0.003829953999083955
-184.12648378654515,0.0038230189989553764
-180.99708159711662,0.0043810249998932705
-181.69065749490582,0.0038756229970022104
-182.87308324368604,0.0037990039991564117
-183.13678014596545,0.0038495599996531383
-183.79510551273606,0.0038716399992699737
-183.73434362554494,0.0038404989999253304
-182.8463432188794,0.003943575001321733
-185.37238825054584,0.003910599000519142
-183.80168910575335,0.00382679999951506
-179.32956937374837,0.0038307620008708907
-184.82703011792447,0.0037874050019308923
-187.05734704400095,0.0038357020006515087
-183.95587146708945,0.003798625999188516
-183.15950899177028,0.00381531899998663
-184.76028434261107,0.003887632998812478
-183.70696449483773,0.003923717000288889
-187.02898021679925,0.0038368720005382785
-184.6378876879791,0.004052673000842333
-179.37418035490603,0.00391318499983754
-181.41169805655738,0.003909118998271879
-183.18735697605877,0.0038312560008489528
-179.73749231015188,0.003838493999792263
-183.9484171857548,0.003955671999137849
-183.14290317808735,0.0038930819989764134
-180.931902320465,0.0037907729981816376
-180.22919824394296,0.003816518999519758
-182.18084560067365,0.003846142999827862
-185.07557375330353,0.004041025000624358
-181.2903760397077,0.003914497000223492
-182.34517408513264,0.003805767999147065
-184.34184561210688,0.0038135080004576593
-181.82950139836717,0.0038059169982443564
-181.64490001233364,0.003938864000374452
-181.0950424943032,0.0038029349999851546
-184.0168344243301,0.0038027620007051155
-183.32477615071903,0.003979041999555193
-180.89629637459174,0.003825536998338066
-181.77254871151936,0.0038764729993999935
-183.87517700945673,0.00391428599919891
-184.51188378913278,0.003958061997545883
-181.67764213069867,0.0038563289993908258
-183.09335950496293,0.003859397001797333
-184.60945431450963,0.0038567200012039394
-180.01243096065704,0.0038558649996411985
-181.07469413659285,0.004057590999873355
-183.42937168267218,0.0038838689992553555
-184.54790427761233,0.0037822589997085743
-183.76701490153908,0.003886406000237912
-183.9723730671336,0.003859178002458066
-182.72046084775218,0.0038341669988585635
-183.97961617266722,0.0039036140000098386
-181.75200254421426,0.0037923839990980923
