Rewards,Times
-190.45349392902983,0.0042034110009262805
-179.21973277354482,0.004144610000803368
-175.3109093485596,0.004238387999648694
-169.82886500574776,0.004179250000452157
-172.22344517223178,0.004442826000740752
-167.8981740026316,0.004955043999798363
-163.06928807187532,0.005802514999522827
-165.89019410220735,0.0047863470003358085
-162.93144737480804,0.003840052999148611
-162.13138505831932,0.0038999969995347785
-163.4419449025314,0.00398976499971468
-162.37095789168382,0.003813376001198776
-164.18233301719425,0.003897494000266306
-162.96427721919886,0.003972553000930929
-164.08688940648815,0.003917623001034372
-163.7547328795492,0.0040218829993682445
-159.46588635034476,0.003933537998527754
-159.84129112116653,0.0038468359995749777
-163.10673120908473,0.0039928259995940605
-162.01720644369124,0.004045919000491267
-162.45766403844354,0.004213130000716774
-157.14749635690058,0.003969020001095487
-158.62224103496845,0.004160539000440622
-161.768388363932,0.004040419999655569
-160.08130999104097,0.003984260999859543
-157.33897181467276,0.004563369999814313
-158.8423130257011,0.0038513530003547202
-158.9147052164761,0.003913687999447575
-158.51643597572016,0.0038762619988119695
-158.1429491188512,0.003941926999978022
-158.3629299013796,0.0039437900007760615
-157.77483762345366,0.0044938149995869025
-158.38874751196192,0.005087778999150032
-158.23691663677246,0.005437565000611357
-157.5789112445288,0.004649428000411717
-159.11110216775853,0.003987491999578196
-158.12790728655926,0.003998954000126105
-157.9672535600465,0.004938582000468159
-158.80385813769962,0.004788357000070392
-162.06272238711324,0.0038583220000145955
-158.8689364235783,0.004731919999467209
-157.0474297207476,0.0049737559982168025
-156.56698049520472,0.004214077999349684
-158.97860604278785,0.007397151999175549
-157.0710751213113,0.0053195489996869585
-161.38861303891596,0.005529655000282218
-161.68661175865657,0.004275082000240218
-160.57181057264802,0.004910996999387862
-159.58160859532947,0.005378024999954505
-154.96361058694347,0.004261603000049945
-161.12799920249458,0.005150739999226062
-159.33264955579747,0.004625385999388527
-158.5971419977453,0.006288831999700051
-159.433387677453,0.008481006999791135
-159.73252067527747,0.00762506300030509
-157.24670610760967,0.005895107999531319
-155.9003364157632,0.006987940999970306
-156.51961747741018,0.008723540999490069
-158.076790966535,0.00567314200088731
-156.20131669235366,0.00622282699943753
-157.10538598168452,0.006512490998429712
-159.32894402469415,0.004906294998218073
-159.48992885744929,0.009847078000748298
-161.21350822086413,0.0065845400017860815
-158.59157537005612,0.005536904000327922
-158.61494065679176,0.006089406999526545
-159.45997769770906,0.006350380000658334
-157.58318502404555,0.006792485999467317
-159.04861574246578,0.006390172001410974
-156.58838761753935,0.004820731001382228
-155.23250249074496,0.005439137001085328
-159.28058277507543,0.005312087000347674
-157.50815059144819,0.006344359999638982
-158.5547720500688,0.0054436650006391574
-155.9115605725167,0.005706322999467375
-158.09522814545065,0.006367172999161994
-157.5533153840211,0.005540897000901168
-158.05640353458924,0.005982575000089128
-156.5065892990845,0.004614705999556463
-155.37778091067833,0.004141537000832613
-157.2449496338911,0.004106425000354647
-157.5587389808624,0.004044190000859089
-158.79883021039876,0.004047516000282485
-155.23997076682923,0.004067842999356799
-157.18037451175917,0.00398743700090563
-158.8648075769636,0.004030370000400581
-157.9083400879025,0.003939201000757748
-156.7032571628529,0.0038544130010996014
-156.0037328545836,0.0039376529995934105
-156.2515300663553,0.004054848999512615
-159.1092621762094,0.003920437999186106
-160.8417783558795,0.004018806000676705
-154.03001146205435,0.003928949000110152
-156.2390213653091,0.003919164999970235
-158.39593025017342,0.003933555998810334
-158.20668342460996,0.0040347259996633515
-157.04893949774316,0.0039032280004175847
-157.7567815070291,0.003940983000356937
-155.33523521178097,0.0039386019998346455
-157.32350352038577,0.004193067999149207
