Rewards,Times
-186.7082354780974,0.003887500999990152
-185.52392051236464,0.003790175999893108
-181.98261698109502,0.003869321999954991
-184.06322737568055,0.00406660099994042
-183.12206501891848,0.003992069999949308
-182.07730920659728,0.0038539969993871635
-182.5032108998295,0.003993981000676285
-183.018298996554,0.0038457300003210547
-181.97089041484094,0.00387688699978753
-181.15551654643465,0.0038483239999914077
-184.58982364186716,0.003867664999997942
-186.74527748987336,0.003963415000762325
-182.5580327303765,0.0040027390005707274
-181.17906058945093,0.00384259500016924
-187.0721528861671,0.003906489998917096
-185.7238517843022,0.003800668000476435
-182.2371603730865,0.003982789000001503
-180.94220195347097,0.003927077000116697
-183.0013190759621,0.003796508001105394
-180.21287841228687,0.00408041900023818
-182.75327584471114,0.004036832999845501
-183.71595528340652,0.0038861930000712165
-185.04390596575186,0.0038082210000720805
-182.7022710014291,0.003859897000947967
-182.14718090678372,0.003915884999441914
-182.5458378133818,0.003916288000182249
-181.3221969146901,0.003935659000417218
-182.0164584887691,0.0038378549995832147
-181.7199288342659,0.003920232999807922
-182.3439861923996,0.0038880560008692556
-181.04787813151225,0.004012588998884894
-185.43715924141077,0.003968418998701964
-182.5248944551552,0.003941366999788443
-181.53816240696415,0.0038448749999224676
-183.9625282239895,0.003838701000495348
-184.05534169756424,0.003796566999226343
-185.7040633889849,0.0037656730007438453
-186.58099720018853,0.003807477999216644
-182.75217813463587,0.004093882999150082
-183.52019176335085,0.003825625001190929
-181.42453325738205,0.0038394389998575207
-182.64761628726257,0.0038303340003767515
-183.8021509020372,0.003768187000096077
-186.17869278928399,0.0038063220010371877
-185.13968552588983,0.0038987789997190704
-183.84522118756743,0.003810124999436084
-181.72318190713747,0.0039572159989620555
-182.29078062817166,0.003909594998985994
-182.19920998112272,0.004406302999268519
-181.51811153418018,0.004210733000363689
-184.2896080006802,0.005316068000975065
-185.3324748922505,0.005234936000488233
-182.41882096026984,0.004360657000361244
-179.1424141498075,0.004402736999472836
-183.56530646232844,0.005951121999532916
-182.3170232618291,0.0044743290002224965
-181.11997331442979,0.003923269000806613
-183.27211333559583,0.0038076710006862413
-182.74259912120127,0.0039022270013811065
-185.05758029791184,0.004008202000841265
-186.16104071571127,0.003991929999465356
-180.5308398339779,0.003950901000935119
-182.38336165178615,0.003863292000169167
-186.27893662181552,0.004627639999380335
-184.24409408139644,0.004618698000413133
-184.48557028606226,0.0046509840001817794
-183.3268526386395,0.005059153999754926
-183.73425563033604,0.00456986700053676
-182.65639112395792,0.005057680000027176
-181.4337671608378,0.0053203490002488255
-187.86100376420862,0.00517540599917993
-183.08283953876625,0.005053134000190767
-183.70913394925694,0.0045555809991492426
-183.52746891258548,0.0038228899997193367
-186.46630041403648,0.003809346000052756
-183.31189062836958,0.0037872260001313406
-184.35456407255518,0.004095516000670613
-181.66498756601007,0.003840114000340691
-181.34912878478855,0.003910967000119853
-185.61863585927637,0.0038033079994784203
-181.345533508501,0.003978061000525486
-183.0778898434537,0.0038148259995796252
-183.14380036571808,0.0038555699988501147
-182.53635641441468,0.004459175999800209
-181.5163964554295,0.004141120000567753
-182.34993518417556,0.003863383001007605
-184.92301874061374,0.003842680000961991
-180.88711298968647,0.0038990160000685137
-181.9640436797736,0.0037916510000650305
-183.88917040016895,0.0038283370003046003
-185.8246611811668,0.0037770349996571894
-183.58123076750104,0.003857657000771724
-182.88617462840767,0.0038905500003602357
-182.34006598604867,0.0039115290013432965
-178.7214007613395,0.003934395000251243
-181.12803805010367,0.0037848829994618425
-183.30861601142624,0.0038858180002716834
-185.32383286758798,0.003823294000030728
-183.31712449785837,0.003774327000282938
-182.20669595784568,0.003923739000601927
