Rewards,Times,Entropy,Coverage
-142.04290715126626,0.006437473999103532,1.047561765665444,9.645
-131.26989701116503,0.007023934999888297,1.045000233303391,12.155
-134.494065986567,0.006763997996167745,1.042942814612128,13.603333333333333
-136.22471602581797,0.005533199999190401,1.0417834620378676,14.3275
-134.69761480904262,0.0059043889996246435,1.041179105243494,14.762
-133.31724444474978,0.006035160000028555,1.040699319794307,15.051666666666666
-134.75671541132903,0.006084620000037831,1.0402969781874443,15.258571428571429
-139.54765007970204,0.005317669997166377,1.0400251148428747,15.41375
-132.972259661206,0.005641653001366649,1.0397940299041621,15.562222222222223
-143.04308601799664,0.00611309000174515,1.0396901224519983,15.856
-133.40509852780525,0.006647925999714061,1.039563714501016,16.096363636363638
-139.68948426920824,0.005988459999789484,1.0394743546651564,16.296666666666667
-139.96556001923076,0.0060461559999384915,1.0394916699087278,16.491923076923076
-137.3800994409684,0.006921857000270393,1.0394794584600084,16.67107142857143
-139.96418830195068,0.00698850500077242,1.0394785924851788,16.826333333333334
-137.79039192302417,0.006125172998872585,1.0394732691125297,16.9621875
-143.28735884703568,0.005853974000201561,1.0395100758094689,17.08205882352941
-136.12495752815067,0.005466686002037023,1.0395357477915397,17.18861111111111
-133.25371762791679,0.00578092999960063,1.0395294451759565,17.32578947368421
-142.10240921254132,0.006387291999999434,1.03951494359372,17.52
-132.36988854233533,0.0054197180006303825,1.0394938887310772,17.70952380952381
-138.33134237160758,0.005624475002114195,1.039447986963143,17.881818181818183
-132.06613653612848,0.005910886999336071,1.0394009108439735,18.03913043478261
-137.07840155770253,0.005561914998688735,1.0393488538158409,18.183333333333334
-134.10606548235774,0.005873694002511911,1.0392908439655042,18.316
-138.9671100812662,0.005906587000354193,1.0392378048815996,18.43846153846154
-143.2911411408061,0.0056096459995023905,1.0392039320891069,18.55185185185185
-137.5831460194026,0.0059053730015875775,1.0391721422564926,18.65714285714286
-134.21312137054295,0.005563874000508804,1.0391408626688046,18.755172413793105
-140.87656819847714,0.006445368000131566,1.0391174027068855,18.8505
-133.74273007610253,0.006100894999108277,1.0390909316426873,18.95209677419355
-139.80400599337136,0.005948942000977695,1.039056596613936,19.04734375
-134.52173740110035,0.00599958800157765,1.0390228953354987,19.13681818181818
-136.19929662089928,0.005566045997547917,1.0389861855462281,19.221029411764707
-135.34605872639563,0.0053306859999429435,1.0389582389680636,19.300428571428572
-135.12477842550953,0.005985309999086894,1.0389303635294345,19.375416666666666
-132.29637465101675,0.006918778000690509,1.0389014114529358,19.44635135135135
-135.32002513760327,0.007510987999266945,1.0388673928568322,19.513552631578946
-133.42113989717748,0.00605394399841316,1.0388307712282283,19.57730769230769
-138.8132124391825,0.006249834000482224,1.0387970215958566,19.637875
-135.20022214826972,0.006324023999331985,1.0387686394121611,19.69548780487805
-139.02748166876256,0.006581090998952277,1.0387436153546463,19.75202380952381
-143.94679135206763,0.0059358040013466964,1.038726973854437,19.815930232558138
-135.66269503943545,0.006007828998845071,1.0387138440958217,19.876931818181816
-130.5847187334011,0.006886797999904957,1.0386998596155934,19.935222222222222
-137.84425863722456,0.005966986998391804,1.0386834211875944,19.990978260869564
-138.86257402919412,0.006334446000109893,1.0386670140842256,20.04436170212766
-136.63051838297923,0.0060439869976835325,1.0386534885022751,20.09552083333333
-143.144284335101,0.006447181999392342,1.038643777502458,20.144591836734694
-133.356926386075,0.006346927002305165,1.038636846319664,20.1917
-134.38458812318183,0.0071150079989456575,1.0386286489228764,20.236960784313727
-141.45451128112188,0.005536657000484411,1.038620047646662,20.28048076923077
-133.13539453004387,0.006890770997852087,1.0386121361190523,20.32235849056604
-141.3515761840267,0.006535387999319937,1.0386038886195228,20.366574074074073
-132.1806561506429,0.006737079001613893,1.0385953363521545,20.414454545454547
-143.30119719103612,0.006193737001449335,1.038589664219315,20.460625
-139.01918744222598,0.006383345999929588,1.0385858261804102,20.505175438596492
-137.26170083261096,0.006902078998973593,1.0385818546056127,20.548189655172415
-130.4552757051017,0.006663304999819957,1.0385765063641668,20.589745762711864
-134.4239304017764,0.006137444998021237,1.0385692820585013,20.629916666666666
-131.03671796945525,0.005917152999027167,1.0385607096610852,20.66877049180328
-140.34605433655065,0.006109190999122802,1.0385538786583344,20.706370967741936
-141.4688076550993,0.00652759400109062,1.0385477219919461,20.74277777777778
-141.2504631022257,0.006758251998398919,1.0385420946021737,20.778046875
-133.32946582505204,0.005755329000821803,1.0385376447014203,20.81223076923077
-132.2399950732098,0.006288375999429263,1.0385318354803097,20.845378787878786
-136.89544666857375,0.005833045998297166,1.038526070253259,20.877537313432835
-136.13703598909385,0.006549590000067837,1.0385193804970692,20.90875
-135.32146541699476,0.0063050919995293955,1.0385117140804783,20.939057971014492
-136.00828077270705,0.006592604999896139,1.0385040391428297,20.9685
-141.72160416090531,0.006142501000722405,1.0384969578648549,20.99711267605634
-136.90836367237912,0.006652359998552129,1.0384897370299002,21.024930555555557
-139.1226918890742,0.00743890199897578,1.0384832452932538,21.051986301369862
-134.81071232302256,0.006855256001581438,1.0384762237531824,21.078310810810812
-130.5737157952996,0.005752997999079526,1.0384698912763342,21.103933333333334
-138.78091162657222,0.006444981003005524,1.038462522925175,21.128881578947368
-138.63451710990412,0.005300186997919809,1.0384563869874113,21.153181818181817
-137.21172656209583,0.006650453999172896,1.038451321183536,21.176858974358975
-139.47557270831314,0.006904556999506895,1.0384467355426905,21.199936708860758
-135.26804224862087,0.006874055000662338,1.0384420425698357,21.2224375
